,Date,Open,High,Low,Close*,Adj Close**,Volume,MA10,MA20,Profit/ Loss
896,7-Oct-19,"26,502.33","26,655.84","26,424.54",26478.02,"26,478.02","195,200,000",30209.818,29024.9215,Loss
643,7-Oct-20,"27,971.36","28,369.66","27,971.36",28303.46,"28,303.46","328,750,000",29639.872,29049.2495,Loss
391,7-Oct-21,"34,509.72","34,975.19","34,509.72",34754.94,"34,754.94","273,290,000",30083.734,29070.6735,Loss
139,7-Oct-22,"29,685.27","29,685.27","29,142.66",29296.79,"29,296.79","367,950,000",30368.708,29196.816,Loss
1146,8-Oct-18,"26,399.45","26,529.35","26,223.09",26486.78,"26,486.78","273,020,000",30202.522,29217.224,Loss
895,8-Oct-19,"26,276.59","26,421.81","26,139.80",26164.04,"26,164.04","244,590,000",29387.459,29141.2855,Loss
642,8-Oct-20,"28,348.86","28,459.13","28,265.56",28425.51,"28,425.51","314,750,000",29202.623,29221.1415,Loss
390,8-Oct-21,"34,757.57","34,842.62","34,661.95",34746.25,"34,746.25","238,080,000",29899.972,29648.402,Loss
1145,9-Oct-18,"26,469.19","26,539.94","26,324.16",26430.57,"26,430.57","282,560,000",29101.33,29495.386,Loss
894,9-Oct-19,"26,308.23","26,424.31","26,249.75",26346.01,"26,346.01","190,060,000",28743.237,29481.3125,Profit
641,9-Oct-20,"28,533.61","28,676.29","28,440.63",28586.9,"28,586.90","324,050,000",28954.125,29581.9715,Profit
1144,10-Oct-18,"26,441.73","26,487.87","25,567.10",25598.74,"25,598.74","438,200,000",28683.653,29161.7625,Profit
893,10-Oct-19,"26,317.35","26,603.31","26,314.51",26496.67,"26,496.67","217,680,000",27857.826,28970.78,Profit
138,10-Oct-22,"29,419.09","29,485.82","29,010.41",29202.88,"29,202.88","315,410,000",27848.435,29108.5715,Profit
1143,11-Oct-18,"25,518.39","25,683.64","24,899.77",25052.83,"25,052.83","522,880,000",27705.04,28953.781,Profit
892,11-Oct-19,"26,694.20","27,013.97","26,694.20",26816.59,"26,816.59","282,080,000",27770.295,28578.877,Profit
389,11-Oct-21,"34,723.79","34,951.35","34,486.51",34496.06,"34,496.06","256,820,000",28377.35,28789.9865,Profit
137,11-Oct-22,"29,085.20","29,608.42","29,074.23",29239.19,"29,239.19","352,920,000",27826.644,28863.308,Profit
1142,12-Oct-18,"25,407.63","25,467.55","25,000.83",25339.99,"25,339.99","397,510,000",27717.586,28409.458,Loss
640,12-Oct-20,"28,671.12","28,957.90","28,659.67",28837.52,"28,837.52","493,680,000",27966.737,28354.987,Loss
388,12-Oct-21,"34,507.15","34,611.24","34,318.94",34378.34,"34,378.34","319,010,000",28545.881,28750.003,Loss
136,12-Oct-22,"29,233.06","29,455.12","29,136.03",29210.85,"29,210.85","304,420,000",28907.092,28795.3725,Loss
639,13-Oct-20,"28,764.95","28,808.84","28,604.35",28679.81,"28,679.81","526,110,000",29125.406,28491.616,Loss
387,13-Oct-21,"34,372.71","34,449.83","34,115.10",34377.81,"34,377.81","316,220,000",29642.899,28745.667,Loss
135,13-Oct-22,"28,755.83","30,168.54","28,660.94",30038.72,"30,038.72","470,260,000",30141.488,28923.264,Loss
891,14-Oct-19,"26,766.43","26,874.33","26,749.18",26787.36,"26,787.36","178,620,000",30138.565,28954.43,Profit
638,14-Oct-20,"28,731.30","28,792.56","28,461.73",28514,"28,514.00","370,800,000",29540.359,28958.8545,Loss
386,14-Oct-21,"34,443.22","34,923.83","34,443.22",34912.56,"34,912.56","338,540,000",30107.696,28967.17,Profit
134,14-Oct-22,"30,192.21","30,428.82","29,614.30",29634.83,"29,634.83","379,090,000",30537.18,29127.383,Loss
1141,15-Oct-18,"25,332.46","25,482.42","25,243.88",25250.55,"25,250.55","287,320,000",30178.483,29072.61,Profit
890,15-Oct-19,"26,811.20","27,120.11","26,811.20",27024.8,"27,024.80","245,510,000",29443.129,28994.505,Loss
637,15-Oct-20,"28,323.40","28,535.85","28,181.54",28494.2,"28,494.20","328,940,000",29371.464,29139.278,Loss
385,15-Oct-21,"35,023.63","35,320.97","35,023.63",35294.76,"35,294.76","327,870,000",30032.959,29579.1825,Loss
1140,16-Oct-18,"25,351.53","25,817.68","25,351.53",25798.42,"25,798.42","305,800,000",29175.02,29408.9595,Profit
889,16-Oct-19,"26,972.31","27,058.34","26,943.29",27001.98,"27,001.98","214,660,000",28871.346,29506.417,Profit
636,16-Oct-20,"28,570.72","28,842.90","28,570.72",28606.31,"28,606.31","356,140,000",29053.241,29595.903,Profit
1139,17-Oct-18,"25,705.87","25,810.09","25,479.16",25706.68,"25,706.68","298,210,000",28772.509,29156.434,Loss
888,17-Oct-19,"27,032.38","27,112.16","26,970.29",27025.88,"27,025.88","222,540,000",27983.841,29045.7685,Loss
133,17-Oct-22,"30,059.58","30,311.95","29,997.62",30185.82,"30,185.82","369,820,000",28038.94,29288.06,Loss
1138,18-Oct-18,"25,645.56","25,691.46","25,236.01",25379.45,"25,379.45","328,020,000",28051.83,29115.1565,Profit
887,18-Oct-19,"27,004.49","27,018.25","26,770.13",26770.2,"26,770.20","288,970,000",28026.37,28734.7495,Profit
384,18-Oct-21,"35,221.02","35,327.57","35,035.94",35258.61,"35,258.61","312,640,000",28702.811,29037.1375,Profit
132,18-Oct-22,"30,697.52","30,837.90","30,301.83",30523.8,"30,523.80","387,130,000",28225.715,29129.337,Profit
1137,19-Oct-18,"25,421.09","25,608.71","25,350.02",25444.34,"25,444.34","350,810,000",28190.307,28682.6635,Loss
635,19-Oct-20,"28,633.55","28,711.93","28,139.40",28195.42,"28,195.42","358,700,000",28309.651,28590.4985,Loss
383,19-Oct-21,"35,325.37","35,462.68","35,290.12",35457.31,"35,457.31","278,510,000",28994.751,29023.996,Loss
131,19-Oct-22,"30,439.04","30,662.11","30,226.90",30423.81,"30,423.81","314,030,000",29466.464,29119.4865,Loss
634,20-Oct-20,"28,245.85","28,575.03","28,243.04",28308.79,"28,308.79","350,220,000",29594.755,28789.298,Loss
382,20-Oct-21,"35,475.16","35,669.69","35,465.71",35609.34,"35,609.34","265,750,000",30137.107,29088.0235,Loss
130,20-Oct-22,"30,411.92","30,822.96","30,265.20",30333.59,"30,333.59","333,190,000",30632.521,29342.1755,Loss
886,21-Oct-19,"26,852.67","26,852.67","26,747.62",26827.64,"26,827.64","241,030,000",30638.265,29332.3175,Profit
633,21-Oct-20,"28,270.66","28,450.64","28,196.39",28210.82,"28,210.82","299,420,000",29933.486,29318.1485,Profit
381,21-Oct-21,"35,520.32","35,612.36","35,442.53",35603.08,"35,603.08","298,390,000",30441.414,29333.5645,Profit
129,21-Oct-22,"30,291.18","31,119.27","30,206.28",31082.56,"31,082.56","418,190,000",31005.236,29597.7715,Profit
1136,22-Oct-18,"25,492.14","25,561.34","25,236.05",25317.41,"25,317.41","314,940,000",30717.435,29513.543,Profit
885,22-Oct-19,"26,850.43","26,946.64","26,782.61",26788.1,"26,788.10","265,510,000",29850.514,29422.6325,Profit
632,22-Oct-20,"28,197.42","28,421.31","28,040.18",28363.66,"28,363.66","330,320,000",29644.499,29555.4815,Profit
380,22-Oct-21,"35,607.72","35,765.02","35,533.95",35677.02,"35,677.02","346,290,000",30381.322,29988.0385,Profit
1135,23-Oct-18,"25,038.46","25,307.70","24,768.79",25191.43,"25,191.43","436,430,000",29339.531,29738.319,Profit
884,23-Oct-19,"26,835.24","26,896.89","26,745.00",26833.95,"26,833.95","247,680,000",28989.567,29811.044,Profit
631,23-Oct-20,"28,409.65","28,436.52","28,149.82",28335.57,"28,335.57","347,300,000",29140.36,29889.3125,Loss
1134,24-Oct-18,"25,172.88","25,306.23","24,533.19",24583.42,"24,583.42","496,400,000",28777.62,29355.553,Loss
883,24-Oct-19,"26,893.93","26,931.78","26,714.34",26805.53,"26,805.53","253,590,000",27897.865,29169.6395,Loss
128,24-Oct-22,"31,187.32","31,603.63","31,161.41",31499.62,"31,499.62","345,040,000",27939.571,29472.4035,Loss
1133,25-Oct-18,"24,736.54","25,104.29","24,645.56",24984.55,"24,984.55","439,670,000",27906.285,29311.86,Loss
882,25-Oct-19,"26,789.61","27,015.37","26,765.68",26958.06,"26,958.06","274,610,000",27923.281,28886.8975,Loss
379,25-Oct-21,"35,692.62","35,787.04","35,629.37",35741.15,"35,741.15","267,220,000",28661.03,29152.7645,Loss
127,25-Oct-22,"31,463.65","31,876.15","31,423.53",31836.74,"31,836.74","336,930,000",28277.002,29329.162,Loss
1132,26-Oct-18,"24,770.25","24,916.16","24,445.19",24688.31,"24,688.31","505,310,000",28226.69,28783.1105,Loss
630,26-Oct-20,"28,185.82","28,185.82","27,370.16",27685.38,"27,685.38","404,150,000",28311.833,28650.7,Loss
378,26-Oct-21,"35,791.05","35,892.92","35,734.73",35756.88,"35,756.88","321,910,000",29053.964,29097.162,Loss
126,26-Oct-22,"31,738.44","32,172.42","31,738.44",31839.11,"31,839.11","430,400,000",29779.533,29278.5765,Loss
629,27-Oct-20,"27,651.18","27,707.69","27,457.96",27463.19,"27,463.19","366,400,000",29845.299,28871.582,Loss
377,27-Oct-21,"35,835.43","35,835.43","35,490.43",35490.69,"35,490.69","354,180,000",30244.406,29091.9885,Loss
125,27-Oct-22,"32,062.14","32,388.42","31,993.21",32033.28,"32,033.28","375,720,000",30949.279,29427.782,Profit
881,28-Oct-19,"27,040.33","27,167.88","27,028.71",27090.72,"27,090.72","290,770,000",30962.545,29442.913,Profit
628,28-Oct-20,"27,102.14","27,102.14","26,497.39",26519.95,"26,519.95","496,150,000",30040.425,29350.7275,Profit
376,28-Oct-21,"35,545.41","35,742.25","35,545.41",35730.48,"35,730.48","337,400,000",30429.799,29353.4005,Profit
124,28-Oct-22,"32,204.31","32,889.81","32,158.38",32861.8,"32,861.80","495,830,000",31247.148,29736.919,Profit
1131,29-Oct-18,"24,818.98","25,040.58","24,122.23",24442.92,"24,442.92","443,850,000",30922.902,29617.3675,Profit
880,29-Oct-19,"27,061.07","27,165.94","27,039.76",27071.46,"27,071.46","269,610,000",30054.36,29554.162,Profit
627,29-Oct-20,"26,480.98","26,891.89","26,290.78",26659.11,"26,659.11","419,770,000",29536.36,29657.9465,Profit
375,29-Oct-21,"35,712.28","35,852.53","35,633.20",35819.56,"35,819.56","399,400,000",30371.997,30108.648,Profit
1130,30-Oct-18,"24,482.04","24,906.68","24,415.69",24874.64,"24,874.64","470,050,000",29310.392,29777.399,Profit
879,30-Oct-19,"27,110.71","27,204.36","26,999.64",27186.69,"27,186.69","231,750,000",28825.733,29887.506,Profit
626,30-Oct-20,"26,572.27","26,639.18","26,143.77",26501.6,"26,501.60","504,820,000",28766.821,29864.683,Profit
1129,31-Oct-18,"25,008.82","25,336.55","25,008.82",25115.76,"25,115.76","448,930,000",28626.402,29333.4135,Profit
878,31-Oct-19,"27,188.37","27,188.37","26,918.29",27046.23,"27,046.23","273,830,000",27757.977,29093.888,Profit
123,31-Oct-22,"32,754.27","32,883.86","32,586.93",32732.95,"32,732.95","390,890,000",27745.092,29496.12,Profit
668,1-Sep-20,"28,439.61","28,659.26","28,290.72",28645.66,"28,645.66","423,410,000",28165.366,29544.134,Loss
416,1-Sep-21,"35,387.55","35,407.37","35,287.05",35312.53,"35,312.53","265,520,000",28989.473,29521.9165,Loss
164,1-Sep-22,"31,454.58","31,677.51","31,219.75",31656.42,"31,656.42","339,360,000",29489.204,29512.782,Loss
667,2-Sep-20,"28,736.79","29,162.88","28,713.53",29100.5,"29,100.50","539,510,000",28817.298,29594.6475,Loss
415,2-Sep-21,"35,353.06","35,475.40","35,348.48",35443.82,"35,443.82","263,370,000",29874.216,29592.304,Loss
163,2-Sep-22,"31,848.50","32,026.90","31,182.09",31318.44,"31,318.44","306,180,000",30287.391,29556.562,Loss
920,3-Sep-19,"26,198.26","26,198.26","25,978.22",26118.02,"26,118.02","223,210,000",30249.033,29507.927,Loss
666,3-Sep-20,"29,090.70","29,199.35","28,074.76",28292.73,"28,292.73","650,080,000",30566.73,29596.566,Loss
414,3-Sep-21,"35,401.73","35,422.71","35,269.40",35369.09,"35,369.09","221,370,000",31399.016,29578.4965,Loss
1170,4-Sep-18,"25,916.07","25,971.77","25,805.95",25952.48,"25,952.48","254,600,000",30720.969,29233.0305,Loss
919,4-Sep-19,"26,301.99","26,362.35","26,244.44",26355.47,"26,355.47","202,710,000",30491.95,29328.658,Loss
665,4-Sep-20,"28,341.05","28,539.75","27,664.68",28133.31,"28,133.31","694,640,000",29774.028,29381.7505,Loss
1169,5-Sep-18,"25,919.84","26,011.22","25,871.04",25974.99,"25,974.99","289,210,000",29205.885,29347.5445,Loss
918,5-Sep-19,"26,603.15","26,836.30","26,603.15",26728.15,"26,728.15","256,670,000",28968.65,28892.974,Loss
1168,6-Sep-18,"25,973.02","26,073.68","25,880.84",25995.87,"25,995.87","262,380,000",28023.855,28949.0355,Loss
917,6-Sep-19,"26,790.25","26,860.87","26,708.39",26797.46,"26,797.46","209,700,000",27571.757,28929.574,Profit
162,6-Sep-22,"31,343.79","31,463.89","31,048.46",31145.3,"31,145.30","347,320,000",28074.485,29161.759,Profit
1167,7-Sep-18,"25,951.02","26,002.99","25,818.39",25916.54,"25,916.54","281,350,000",27836.866,29201.798,Profit
413,7-Sep-21,"35,373.24","35,373.24","35,060.90",35100,"35,100.00","289,830,000",27809.957,29604.4865,Profit
161,7-Sep-22,"31,145.63","31,644.34","31,095.21",31581.28,"31,581.28","345,080,000",28372.837,29546.903,Profit
664,8-Sep-20,"27,925.23","27,925.23","27,464.90",27500.89,"27,500.89","580,860,000",28487.379,29489.6645,Profit
412,8-Sep-21,"35,087.45","35,175.15","34,925.61",35031.07,"35,031.07","261,880,000",29177.155,29475.5915,Profit
160,8-Sep-22,"31,481.95","31,783.37","31,321.50",31774.52,"31,774.52","344,340,000",29757.108,29481.4965,Profit
916,9-Sep-19,"26,866.23","26,900.83","26,762.18",26835.51,"26,835.51","273,120,000",29767.844,29368.247,Profit
663,9-Sep-20,"27,711.71","28,206.21","27,704.54",27940.47,"27,940.47","460,590,000",29962.304,28993.0795,Profit
411,9-Sep-21,"35,013.08","35,199.89","34,847.30",34879.38,"34,879.38","261,330,000",30770.496,29171.1265,Profit
159,9-Sep-22,"31,876.22","32,227.74","31,876.22",32151.71,"32,151.71","310,980,000",30871.137,29472.811,Profit
1166,10-Sep-18,"25,991.91","26,039.96","25,854.13",25857.07,"25,857.07","252,170,000",30865.19,29351.028,Profit
915,10-Sep-19,"26,805.83","26,909.43","26,717.05",26909.43,"26,909.43","322,340,000",30046.133,28928.045,Loss
662,10-Sep-20,"28,022.51","28,174.78","27,447.08",27534.58,"27,534.58","442,850,000",29641.463,29007.15,Loss
410,10-Sep-21,"34,949.59","35,104.25","34,599.61",34607.72,"34,607.72","333,230,000",30352.146,29419.7625,Loss
1165,11-Sep-18,"25,841.14","26,019.92","25,754.32",25971.06,"25,971.06","265,960,000",29446.145,29311.65,Loss
914,11-Sep-19,"26,928.05","27,137.04","26,885.48",27137.04,"27,137.04","272,590,000",28982.397,29369.7525,Loss
661,11-Sep-20,"27,613.86","27,828.82","27,448.15",27665.64,"27,665.64","435,330,000",29065.41,29416.627,Loss
1164,12-Sep-18,"25,989.07","26,145.72","25,929.43",25998.92,"25,998.92","282,770,000",28871.255,29416.7795,Loss
913,12-Sep-19,"27,197.32","27,306.73","27,105.01",27182.45,"27,182.45","250,010,000",28101.562,29436.029,Loss
158,12-Sep-22,"32,159.49","32,504.04","32,159.49",32381.34,"32,381.34","339,250,000",28124.525,29497.831,Loss
1163,13-Sep-18,"26,083.94","26,191.64","26,067.08",26145.99,"26,145.99","260,800,000",28153.417,29509.3035,Loss
912,13-Sep-19,"27,216.67","27,277.55","27,193.95",27219.52,"27,219.52","255,260,000",28184.426,29115.2795,Profit
409,13-Sep-21,"34,665.50","34,939.10","34,665.50",34869.63,"34,869.63","334,190,000",28917.931,29279.697,Profit
157,13-Sep-22,"32,006.50","32,006.50","31,018.54",31104.97,"31,104.97","428,930,000",28567.656,29459.901,Profit
1162,14-Sep-18,"26,169.56","26,211.11","26,068.29",26154.67,"26,154.67","228,640,000",28586.017,29016.081,Profit
660,14-Sep-20,"27,718.74","28,086.06","27,718.74",27993.33,"27,993.33","380,750,000",28671.646,28827.0215,Profit
408,14-Sep-21,"34,906.90","34,990.36","34,510.30",34577.57,"34,577.57","325,140,000",29362.839,29214.1245,Profit
156,14-Sep-22,"31,141.02","31,276.82","30,885.02",31135.09,"31,135.09","348,670,000",29876.456,29373.8555,Profit
659,15-Sep-20,"28,139.76","28,231.06","27,931.45",27995.6,"27,995.60","414,520,000",29957.771,29029.6665,Profit
407,15-Sep-21,"34,580.95","34,880.77","34,522.03",34814.39,"34,814.39","317,490,000",30201.076,29162.8005,Profit
155,15-Sep-22,"31,124.68","31,277.69","30,882.08",30961.82,"30,961.82","345,500,000",30682.659,29418.038,Profit
911,16-Sep-19,"27,146.06","27,172.87","27,032.56",27076.82,"27,076.82","220,620,000",30668.389,29426.4075,Loss
658,16-Sep-20,"28,031.69","28,364.77","28,021.67",28032.38,"28,032.38","416,650,000",29984.664,29451.2975,Loss
406,16-Sep-21,"34,810.27","34,943.55","34,540.11",34751.32,"34,751.32","278,270,000",30349.299,29458.4775,Loss
154,16-Sep-22,"30,866.61","30,866.61","30,550.08",30822.42,"30,822.42","627,920,000",30816.074,29701.0455,Profit
1161,17-Sep-18,"26,151.66","26,184.47","26,030.35",26062.12,"26,062.12","230,230,000",30622.953,29647.2995,Loss
910,17-Sep-19,"27,010.12","27,110.80","26,984.14",27110.8,"27,110.80","223,580,000",29876.276,29619.5575,Profit
657,17-Sep-20,"27,834.18","28,056.79","27,647.93",27901.98,"27,901.98","437,230,000",29552.965,29714.7105,Loss
405,17-Sep-21,"34,737.86","34,779.86","34,519.63",34584.88,"34,584.88","560,630,000",30211.893,30084.832,Profit
1160,18-Sep-18,"26,076.21","26,317.34","26,076.21",26246.96,"26,246.96","243,000,000",29355.15,29778.113,Loss
909,18-Sep-19,"27,075.39","27,161.93","26,899.15",27147.08,"27,147.08","212,860,000",28973.676,29828.1675,Profit
656,18-Sep-20,"27,864.87","27,946.69","27,487.97",27657.42,"27,657.42","698,710,000",29031.736,29850.0625,Loss
1159,19-Sep-18,"26,287.84","26,464.41","26,280.76",26405.76,"26,405.76","251,330,000",28869.074,29426.869,Loss
908,19-Sep-19,"27,186.05","27,272.17","27,064.21",27094.79,"27,094.79","212,360,000",28103.421,29226.36,Profit
153,19-Sep-22,"30,722.86","31,026.89","30,559.37",31019.68,"31,019.68","291,200,000",28123.147,29469.6105,Loss
1158,20-Sep-18,"26,519.39","26,697.49","26,519.39",26656.98,"26,656.98","260,480,000",28182.633,29402.793,Profit
907,20-Sep-19,"27,102.18","27,194.75","26,926.68",26935.07,"26,935.07","497,640,000",28165.06,29020.668,Loss
404,20-Sep-21,"34,459.72","34,459.72","33,613.03",33970.47,"33,970.47","435,780,000",28771.909,29162.437,Profit
152,20-Sep-22,"30,888.53","30,888.53","30,465.91",30706.23,"30,706.23","317,970,000",28384.044,29297.9685,Loss
1157,21-Sep-18,"26,726.25","26,769.16","26,680.37",26743.5,"26,743.50","657,620,000",28433.698,28894.424,Profit
655,21-Sep-20,"27,484.71","27,484.71","26,715.15",27147.7,"27,147.70","523,660,000",28433.76,28703.718,Loss
403,21-Sep-21,"34,025.61","34,313.88","33,914.02",33919.84,"33,919.84","306,970,000",29060.002,29045.869,Profit
151,21-Sep-22,"30,819.39","31,020.79","30,181.99",30183.78,"30,183.78","354,960,000",29437.804,29153.439,Loss
654,22-Sep-20,"27,170.34","27,333.09","26,989.93",27288.18,"27,288.18","420,720,000",29457.143,28780.282,Profit
402,22-Sep-21,"34,006.87","34,440.42","34,006.87",34258.32,"34,258.32","296,590,000",29781.007,28952.077,Loss
150,22-Sep-22,"30,204.52","30,302.28","29,994.53",30076.68,"30,076.68","335,270,000",30122.977,29152.805,Profit
906,23-Sep-19,"26,851.45","27,011.07","26,831.34",26949.99,"26,949.99","204,240,000",30124.469,29144.7645,Loss
653,23-Sep-20,"27,413.60","27,464.46","26,716.12",26763.13,"26,763.13","459,470,000",29403.735,29087.822,Profit
401,23-Sep-21,"34,296.30","34,879.78","34,296.30",34764.82,"34,764.82","283,890,000",29809.594,29096.819,Loss
149,23-Sep-22,"29,955.65","29,955.65","29,250.47",29590.41,"29,590.41","388,200,000",30094.285,29263.9915,Profit
1156,24-Sep-18,"26,705.25","26,709.94","26,548.68",26562.05,"26,562.05","254,850,000",30035.72,29234.74,Loss
905,24-Sep-19,"27,034.07","27,079.68","26,704.96",26807.77,"26,807.77","301,750,000",29324.513,29192.2575,Profit
652,24-Sep-20,"26,716.09","27,094.85","26,537.01",26815.44,"26,815.44","447,810,000",28987.679,29212.7415,Loss
400,24-Sep-21,"34,762.31","34,857.06","34,648.08",34798,"34,798.00","254,310,000",29738.661,29597.902,Profit
1155,25-Sep-18,"26,601.58","26,634.85","26,475.58",26492.21,"26,492.21","234,110,000",28962.05,29371.5285,Profit
904,25-Sep-19,"26,866.71","27,016.56","26,755.86",26970.71,"26,970.71","237,220,000",28651.453,29387.215,Loss
651,25-Sep-20,"26,694.51","27,239.29","26,635.38",27173.96,"27,173.96","388,900,000",28673.85,29399.1595,Loss
1154,26-Sep-18,"26,536.86","26,606.09","26,349.34",26385.28,"26,385.28","262,620,000",28636.065,29019.9,Profit
903,26-Sep-19,"27,004.11","27,015.07","26,803.84",26891.12,"26,891.12","229,180,000",27848.695,28829.1445,Loss
148,26-Sep-22,"29,536.84","29,630.77","29,161.12",29260.81,"29,260.81","369,450,000",27815.735,28955.01,Profit
1153,27-Sep-18,"26,418.27","26,557.01","26,379.95",26439.93,"26,439.93","226,350,000",27803.523,28919.6215,Profit
902,27-Sep-19,"26,987.26","27,012.54","26,715.82",26820.25,"26,820.25","217,780,000",27804.771,28564.642,Profit
399,27-Sep-21,"34,739.27","35,061.12","34,739.27",34869.37,"34,869.37","289,480,000",28610.164,28798.9215,Loss
147,27-Sep-22,"29,419.88","29,659.12","28,958.22",29134.99,"29,134.99","355,460,000",28043.863,28891.262,Loss
1152,28-Sep-18,"26,407.66","26,515.76","26,383.57",26458.31,"26,458.31","264,030,000",28040.473,28501.2615,Loss
650,28-Sep-20,"27,362.14","27,722.60","27,362.14",27584.06,"27,584.06","401,860,000",28101.808,28376.6305,Profit
398,28-Sep-21,"34,747.70","34,798.21","34,254.65",34299.99,"34,299.99","379,020,000",28814.411,28744.1305,Profit
146,28-Sep-22,"29,198.92","29,811.78","29,114.97",29683.74,"29,683.74","436,040,000",29144.257,28890.161,Profit
649,29-Sep-20,"27,560.24","27,605.60","27,338.09",27452.66,"27,452.66","303,820,000",29200.411,28524.553,Loss
397,29-Sep-21,"34,360.08","34,580.42","34,305.96",34390.72,"34,390.72","290,350,000",29713.402,28764.5685,Loss
145,29-Sep-22,"29,513.73","29,513.73","28,997.34",29225.61,"29,225.61","388,820,000",29991.97,28897.7465,Profit
901,30-Sep-19,"26,852.33","26,998.86","26,852.33",26916.83,"26,916.83","222,680,000",30001.628,28903.1995,Profit
648,30-Sep-20,"27,514.64","28,026.33","27,511.06",27781.7,"27,781.70","452,550,000",29292.861,28951.5125,Loss
396,30-Sep-21,"34,467.98","34,557.37","33,833.32",33843.92,"33,843.92","354,830,000",29763.754,28903.8085,Loss
144,30-Sep-22,"29,123.03","29,355.78","28,715.85",28725.51,"28,725.51","464,260,000",29990.474,29015.4735,Profit
