,Date,Open,High,Low,Close*,Adj Close**,Volume,MA10,MA20,Profit/ Loss
851,10-Dec-19,"27,900.65","27,949.02","27,804.00",27881.72,"27,881.72","213,250,000",31282.257,30831.4995,Loss
598,10-Dec-20,"30,032.55","30,063.87","29,876.82",29999.26,"29,999.26","325,550,000",30922.391,30820.5495,Profit
346,10-Dec-21,"35,830.55","35,982.69","35,710.43",35970.99,"35,970.99","361,200,000",31502.102,31235.2095,Loss
1102,11-Dec-18,"24,719.91","24,791.26","24,221.06",24370.24,"24,370.24","342,960,000",30363.651,30756.3665,Profit
850,11-Dec-19,"27,867.31","27,925.50","27,801.80",27911.3,"27,911.30","213,510,000",29776.633,30904.548,Loss
597,11-Dec-20,"29,988.21","30,071.13","29,820.84",30046.37,"30,046.37","393,870,000",29990.31,31006.1135,Profit
1101,12-Dec-18,"24,509.09","24,828.29","24,509.09",24527.27,"24,527.27","344,330,000",29436.156,30471.1255,Loss
849,12-Dec-19,"27,898.34","28,224.95","27,859.87",28132.05,"28,132.05","277,740,000",28673.892,30197.911,Profit
94,12-Dec-22,"33,519.50","34,005.04","33,519.50",34005.04,"34,005.04","313,440,000",28726.75,30678.7155,Profit
1100,13-Dec-18,"24,575.86","24,740.96","24,473.29",24597.38,"24,597.38","299,970,000",28744.162,30405.095,Profit
848,13-Dec-19,"28,123.64","28,290.73","28,028.32",28135.38,"28,135.38","250,660,000",28769.528,30025.8925,Loss
345,13-Dec-21,"35,958.93","35,958.93","35,609.53",35650.95,"35,650.95","441,110,000",29334.697,30128.544,Profit
93,13-Dec-22,"34,268.44","34,712.28","33,890.88",34108.64,"34,108.64","442,650,000",29148.462,30325.282,Profit
1099,14-Dec-18,"24,408.04","24,431.14","24,033.79",24100.51,"24,100.51","416,940,000",29121.489,29742.57,Loss
596,14-Dec-20,"30,123.91","30,325.79","29,849.15",29861.55,"29,861.55","371,980,000",29316.514,29546.5735,Profit
344,14-Dec-21,"35,605.73","35,779.47","35,441.74",35544.18,"35,544.18","440,900,000",29866.295,29928.3025,Loss
92,14-Dec-22,"34,086.07","34,395.65","33,704.17",33966.35,"33,966.35","339,090,000",30810.203,30123.1795,Profit
595,15-Dec-20,"29,919.09","30,243.26","29,894.95",30199.31,"30,199.31","417,770,000",31016.929,29845.4105,Profit
343,15-Dec-21,"35,549.35","35,943.84","35,389.30",35927.43,"35,927.43","424,720,000",31209.168,29967.959,Loss
91,15-Dec-22,"33,773.00","33,773.00","33,016.16",33202.22,"33,202.22","394,290,000",32069.652,30406.907,Profit
847,16-Dec-19,"28,191.67","28,337.49","28,191.67",28235.89,"28,235.89","286,770,000",32079.703,30424.6155,Loss
594,16-Dec-20,"30,191.38","30,236.03","30,080.11",30154.54,"30,154.54","344,590,000",31530.062,30432.3795,Loss
342,16-Dec-21,"36,036.28","36,189.83","35,778.21",35897.64,"35,897.64","473,620,000",31708.962,30428.712,Loss
90,16-Dec-22,"33,166.46","33,166.46","32,654.59",32920.46,"32,920.46","756,310,000",32590.957,30856.223,Profit
1098,17-Dec-18,"23,986.83","24,088.08","23,456.88",23592.98,"23,592.98","466,740,000",31964.1,30640.307,Profit
846,17-Dec-19,"28,221.75","28,328.63","28,220.56",28267.16,"28,267.16","286,770,000",31236.398,30551.3465,Profit
593,17-Dec-20,"30,216.00","30,323.78","30,216.00",30303.37,"30,303.37","345,530,000",30870.1,30840.1515,Profit
341,17-Dec-21,"35,800.11","35,800.11","35,284.26",35365.44,"35,365.44","750,480,000",31386.713,31201.821,Loss
1097,18-Dec-18,"23,769.13","23,927.77","23,516.02",23675.64,"23,675.64","408,070,000",30161.534,30685.351,Profit
845,18-Dec-19,"28,291.44","28,323.25","28,239.28",28239.28,"28,239.28","289,890,000",29665.24,30867.446,Profit
592,18-Dec-20,"30,314.26","30,343.59","30,029.44",30179.05,"30,179.05","782,070,000",29859.556,30969.6295,Loss
1096,19-Dec-18,"23,693.33","24,057.34","23,162.64",23323.66,"23,323.66","503,550,000",29176.468,30353.265,Loss
844,19-Dec-19,"28,278.31","28,381.48","28,278.24",28376.96,"28,376.96","262,570,000",28424.4,30066.681,Loss
89,19-Dec-22,"32,921.45","33,038.94","32,581.97",32757.54,"32,757.54","326,430,000",28408.108,30499.5325,Profit
1095,20-Dec-18,"23,224.12","23,282.20","22,644.31",22859.6,"22,859.60","576,700,000",28334.77,30149.435,Profit
843,20-Dec-19,"28,608.64","28,608.64","28,445.60",28455.09,"28,455.09","603,780,000",28353.563,29794.9805,Profit
340,20-Dec-21,"35,222.12","35,222.12","34,665.50",34932.16,"34,932.16","386,590,000",28816.442,29843.271,Profit
88,20-Dec-22,"32,735.24","32,992.23","32,649.45",32849.74,"32,849.74","303,970,000",28564.872,29975.7925,Profit
1094,21-Dec-18,"22,871.74","23,254.59","22,396.34",22445.37,"22,445.37","900,510,000",28441.845,29301.6895,Profit
591,21-Dec-20,"30,159.00","30,304.14","29,755.53",30216.45,"30,216.45","437,480,000",28639.562,29152.401,Loss
339,21-Dec-21,"35,069.50","35,508.96","35,069.50",35492.7,"35,492.70","346,080,000",29170.927,29515.2415,Profit
87,21-Dec-22,"33,028.09","33,437.84","33,028.09",33376.48,"33,376.48","328,020,000",30176.209,29676.3385,Profit
590,22-Dec-20,"30,200.20","30,200.20","29,992.89",30015.51,"30,015.51","388,810,000",30340.064,29382.232,Loss
338,22-Dec-21,"35,491.71","35,764.67","35,433.13",35753.89,"35,753.89","281,930,000",30639.699,29523.9035,Loss
86,22-Dec-22,"33,233.35","33,233.35","32,573.43",33027.49,"33,027.49","340,640,000",31656.488,29995.629,Loss
842,23-Dec-19,"28,491.78","28,582.49","28,491.78",28551.53,"28,551.53","223,530,000",31666.132,30009.8475,Loss
589,23-Dec-20,"30,046.73","30,292.53","30,046.73",30129.83,"30,129.83","274,050,000",31185.899,30001.1705,Loss
337,23-Dec-21,"35,782.42","36,060.99","35,782.42",35950.56,"35,950.56","247,420,000",31495.981,30030.4265,Profit
85,23-Dec-22,"32,961.06","33,226.14","32,814.02",33203.93,"33,203.93","221,050,000",32571.837,30506.841,Profit
1093,24-Dec-18,"22,317.28","22,339.87","21,792.20",21792.2,"21,792.20","308,420,000",31729.412,30184.487,Profit
841,24-Dec-19,"28,572.57","28,576.80","28,503.21",28515.45,"28,515.45","86,150,000",31031.687,30101.307,Profit
588,24-Dec-20,"30,155.92","30,209.67","30,099.30",30199.87,"30,199.87","145,570,000",30714.026,30445.1175,Profit
1092,26-Dec-18,"21,857.73","22,878.92","21,712.53",22878.45,"22,878.45","433,080,000",30000.32,30170.192,Profit
840,26-Dec-19,"28,539.46","28,624.10","28,535.15",28621.39,"28,621.39","155,970,000",29287.07,29963.3845,Loss
1091,27-Dec-18,"22,629.06","23,138.89","22,267.42",23138.82,"23,138.82","407,940,000",28298.203,29977.3455,Profit
839,27-Dec-19,"28,675.34","28,701.66","28,608.98",28645.26,"28,645.26","182,280,000",28307.576,29986.854,Profit
336,27-Dec-21,"35,954.48","36,306.61","35,954.48",36302.38,"36,302.38","244,350,000",28924.831,30055.365,Loss
84,27-Dec-22,"33,224.23","33,387.72","33,069.58",33241.56,"33,241.56","246,010,000",28653.931,30074.956,Profit
1090,28-Dec-18,"23,213.61","23,381.88","22,981.33",23062.4,"23,062.40","336,510,000",27639.778,30105.8075,Loss
587,28-Dec-20,"30,283.23","30,525.56","30,283.23",30403.97,"30,403.97","302,490,000",28500.955,30115.1835,Loss
335,28-Dec-21,"36,302.99","36,527.26","36,302.99",36398.21,"36,398.21","239,090,000",29289.231,30160.459,Loss
83,28-Dec-22,"33,264.76","33,379.55","32,869.15",32875.71,"32,875.71","252,260,000",29556.815,30135.4205,Profit
586,29-Dec-20,"30,492.07","30,588.79","30,274.24",30335.67,"30,335.67","357,610,000",30302.537,30151.4285,Profit
334,29-Dec-21,"36,421.14","36,571.55","36,396.19",36488.63,"36,488.63","213,480,000",31089.261,30188.1655,Profit
82,29-Dec-22,"33,021.43","33,293.42","33,020.35",33220.8,"33,220.80","243,060,000",32097.459,30197.831,Profit
838,30-Dec-19,"28,654.76","28,664.69","28,428.98",28462.14,"28,462.14","181,600,000",32079.147,30193.3615,Loss
585,30-Dec-20,"30,415.09","30,525.35","30,393.04",30409.56,"30,409.56","291,890,000",31489.865,30207.348,Loss
333,30-Dec-21,"36,522.48","36,679.44","36,372.13",36398.08,"36,398.08","205,620,000",31805.517,30229.724,Profit
81,30-Dec-22,"33,121.61","33,152.55","32,847.82",33147.25,"33,147.25","295,500,000",32814.002,30226.89,Profit
1089,31-Dec-18,"23,153.94","23,333.18","23,118.30",23327.46,"23,327.46","288,830,000",32106.351,30303.653,Profit
837,31-Dec-19,"28,414.64","28,547.35","28,376.49",28538.44,"28,538.44","193,340,000",31320.374,30304.8025,Profit
584,31-Dec-20,"30,417.64","30,637.47","30,344.50",30606.48,"30,606.48","284,470,000",31093.451,30325.133,Profit
332,31-Dec-21,"36,385.85","36,484.94","36,303.97",36338.3,"36,338.30","213,200,000",31693.714,30998.1255,Loss
1067,1-Feb-19,"25,025.31","25,193.15","24,982.49",25063.89,"25,063.89","372,090,000",30551.24,30820.2505,Loss
564,1-Feb-21,"30,054.73","30,335.91","30,014.97",30211.91,"30,211.91","347,060,000",30250.351,31173.905,Profit
311,1-Feb-22,"35,151.47","35,441.09","34,977.95",35405.24,"35,405.24","386,080,000",30944.661,31511.904,Loss
60,1-Feb-23,"34,039.60","34,334.70","33,581.42",34092.96,"34,092.96","370,120,000",31313.001,31401.433,Profit
563,2-Feb-21,"30,276.88","30,840.54","30,276.88",30687.48,"30,687.48","333,160,000",30741.941,31273.729,Loss
310,2-Feb-22,"35,378.19","35,679.20","35,290.12",35629.33,"35,629.33","359,540,000",30990.149,31902.0755,Profit
59,2-Feb-23,"34,129.30","34,145.14","33,814.78",34053.94,"34,053.94","429,910,000",32062.797,32084.574,Loss
815,3-Feb-20,"28,319.65","28,630.39","28,319.65",28399.81,"28,399.81","307,910,000",32048.934,31684.654,Profit
562,3-Feb-21,"30,689.65","30,793.41","30,521.31",30723.6,"30,723.60","305,590,000",32060.646,31577.0485,Loss
309,3-Feb-22,"35,520.08","35,535.94","35,071.06",35111.16,"35,111.16","381,020,000",31937.932,31815.823,Loss
58,3-Feb-23,"33,926.30","34,179.58","33,813.86",33926.01,"33,926.01","425,150,000",32824.144,31687.692,Profit
1066,4-Feb-19,"25,062.12","25,239.91","24,977.67",25239.37,"25,239.37","298,540,000",32326.89,31288.6205,Profit
814,4-Feb-20,"28,696.74","28,904.88","28,696.74",28807.63,"28,807.63","332,750,000",31667.129,31305.895,Profit
561,4-Feb-21,"30,737.78","31,065.96","30,737.78",31055.86,"31,055.86","338,330,000",31363.419,31338.21,Profit
308,4-Feb-22,"35,095.74","35,333.55","34,799.08",35089.74,"35,089.74","349,880,000",31803.645,31272.793,Profit
1065,5-Feb-19,"25,287.93","25,427.32","25,287.65",25411.52,"25,411.52","310,650,000",30781.864,30886.0065,Profit
813,5-Feb-20,"29,048.73","29,308.89","29,000.85",29290.85,"29,290.85","357,540,000",30305.555,31184.176,Loss
560,5-Feb-21,"31,093.81","31,252.18","31,083.22",31148.24,"31,148.24","293,550,000",30580.398,31314.666,Loss
1064,6-Feb-19,"25,371.57","25,439.04","25,312.06",25390.3,"25,390.30","247,590,000",30047.068,31053.857,Loss
812,6-Feb-20,"29,388.58","29,408.05","29,246.93",29379.77,"29,379.77","263,700,000",29473.929,30705.9305,Loss
57,6-Feb-23,"33,874.44","33,962.84","33,683.58",33891.02,"33,891.02","296,400,000",29470.43,31147.287,Loss
1063,7-Feb-19,"25,265.81","25,314.26","25,000.52",25169.53,"25,169.53","295,460,000",29463.446,30895.168,Profit
811,7-Feb-20,"29,286.92","29,286.92","29,056.98",29102.51,"29,102.51","252,860,000",29492.934,30580.0315,Loss
307,7-Feb-22,"35,108.38","35,325.01","34,993.98",35091.13,"35,091.13","328,910,000",29896.461,30629.94,Profit
56,7-Feb-23,"33,769.78","34,240.00","33,634.10",34156.69,"34,156.69","361,620,000",29803.156,30803.4005,Loss
1062,8-Feb-19,"25,042.36","25,106.39","24,883.04",25106.33,"25,106.33","248,210,000",29772.637,30277.2505,Profit
559,8-Feb-21,"31,191.20","31,386.10","31,191.20",31385.76,"31,385.76","322,250,000",29982.128,30143.8415,Loss
306,8-Feb-22,"35,160.68","35,544.89","35,090.42",35462.78,"35,462.78","319,190,000",30413.582,30496.99,Profit
55,8-Feb-23,"34,132.90","34,161.65","33,899.79",33949.01,"33,949.01","324,090,000",31269.453,30658.2605,Loss
558,9-Feb-21,"31,359.88","31,439.47","31,245.86",31375.83,"31,375.83","308,210,000",31469.059,30471.494,Profit
305,9-Feb-22,"35,614.90","35,824.28","35,614.90",35768.06,"35,768.06","333,610,000",31656.763,30563.5965,Loss
54,9-Feb-23,"34,105.61","34,252.57","33,607.13",33699.88,"33,699.88","347,520,000",32509.798,30986.622,Profit
810,10-Feb-20,"28,995.66","29,278.07","28,995.66",29276.82,"29,276.82","250,510,000",32527.229,31010.0815,Loss
557,10-Feb-21,"31,428.02","31,511.44","31,221.32",31437.8,"31,437.80","326,450,000",32161.896,31029.1785,Profit
304,10-Feb-22,"35,630.81","35,800.24","35,100.72",35241.59,"35,241.59","411,620,000",32270.386,31036.771,Loss
53,10-Feb-23,"33,671.54","33,897.31","33,591.99",33869.27,"33,869.27","288,150,000",33146.68,31459.6585,Profit
1061,11-Feb-19,"25,142.81","25,196.75","25,009.10",25053.11,"25,053.11","241,700,000",32513.415,31247.7715,Loss
809,11-Feb-20,"29,390.71","29,415.39","29,210.47",29276.34,"29,276.34","279,540,000",31894.771,31154.1765,Profit
556,11-Feb-21,"31,466.49","31,543.82","31,244.36",31430.7,"31,430.70","280,320,000",31642.94,31456.1965,Profit
303,11-Feb-22,"35,267.89","35,431.15","34,620.52",34738.06,"34,738.06","398,860,000",31979.163,31724.111,Profit
1060,12-Feb-19,"25,152.03","25,458.98","25,152.03",25425.76,"25,425.76","278,110,000",30944.933,31300.848,Profit
808,12-Feb-20,"29,406.75","29,568.57","29,406.75",29551.42,"29,551.42","309,530,000",30530.087,31519.9425,Profit
555,12-Feb-21,"31,420.80","31,475.31","31,347.80",31458.4,"31,458.40","263,090,000",30748.245,31637.737,Profit
1059,13-Feb-19,"25,480.86","25,625.95","25,480.86",25543.27,"25,543.27","263,330,000",30158.792,31160.344,Loss
807,13-Feb-20,"29,436.03","29,535.40","29,345.93",29423.31,"29,423.31","291,150,000",29576.964,30923.675,Loss
52,13-Feb-23,"33,887.39","34,249.60","33,887.39",34245.93,"34,245.93","302,600,000",29614.63,31380.655,Loss
1058,14-Feb-19,"25,460.65","25,558.90","25,308.09",25439.39,"25,439.39","313,010,000",29653.258,31083.3365,Loss
806,14-Feb-20,"29,440.47","29,463.04","29,283.18",29398.08,"29,398.08","231,000,000",29665.432,30780.1015,Loss
302,14-Feb-22,"34,694.50","34,744.56","34,304.28",34566.17,"34,566.17","370,320,000",29978.979,30810.9595,Profit
51,14-Feb-23,"34,194.09","34,331.47","33,827.45",34089.27,"34,089.27","288,820,000",29914.1,30946.6315,Profit
1057,15-Feb-19,"25,564.63","25,883.72","25,564.63",25883.25,"25,883.25","328,530,000",29959.849,30452.391,Profit
301,15-Feb-22,"34,686.19","35,047.79","34,686.19",34988.84,"34,988.84","305,670,000",30503.591,30516.839,Profit
50,15-Feb-23,"34,008.63","34,130.49","33,833.10",34128.05,"34,128.05","267,530,000",30770.556,30759.4005,Profit
554,16-Feb-21,"31,472.08","31,608.63","31,443.48",31522.75,"31,522.75","329,210,000",31368.504,30763.648,Profit
300,16-Feb-22,"34,951.83","35,042.09","34,642.64",34934.27,"34,934.27","294,410,000",31919.6,30748.282,Profit
49,16-Feb-23,"33,992.09","34,041.16","33,686.59",33696.85,"33,696.85","317,530,000",31864.692,30739.661,Loss
553,17-Feb-21,"31,485.61","31,643.70","31,338.76",31613.02,"31,613.02","343,510,000",32482.055,31067.6565,Loss
299,17-Feb-22,"34,858.47","34,858.47","34,246.23",34312.03,"34,312.03","348,720,000",32973.45,31319.441,Profit
48,17-Feb-23,"33,677.01","33,846.64","33,517.73",33826.69,"33,826.69","302,900,000",32899.502,31439.2405,Loss
805,18-Feb-20,"29,282.78","29,330.16","29,116.81",29232.19,"29,232.19","256,600,000",32413.794,31163.947,Profit
552,18-Feb-21,"31,558.60","31,558.60","31,285.32",31493.34,"31,493.34","325,990,000",32974.803,31467.326,Profit
298,18-Feb-22,"34,310.45","34,423.58","33,976.18",34079.18,"34,079.18","414,080,000",32883.837,31693.714,Profit
1056,19-Feb-19,"25,849.85","25,961.44","25,820.01",25891.32,"25,891.32","280,620,000",32060.164,31415.36,Loss
804,19-Feb-20,"29,312.70","29,409.09","29,274.38",29348.03,"29,348.03","240,640,000",31842.692,31605.598,Loss
551,19-Feb-21,"31,504.13","31,647.53","31,469.34",31494.32,"31,494.32","353,070,000",31498.697,31709.1485,Loss
1055,20-Feb-19,"25,872.26","25,986.20","25,846.48",25954.44,"25,954.44","287,880,000",30724.456,31294.574,Loss
803,20-Feb-20,"29,296.25","29,368.45","28,959.65",29219.98,"29,219.98","287,780,000",30485.152,31483.6035,Profit
1054,21-Feb-19,"25,922.41","25,938.88","25,762.21",25850.63,"25,850.63","255,710,000",29639.012,31306.231,Profit
802,21-Feb-20,"29,146.53","29,146.53","28,892.70",28992.41,"28,992.41","311,210,000",29155.584,31027.543,Profit
47,21-Feb-23,"33,699.69","33,699.69","33,115.74",33129.59,"33,129.59","348,320,000",29545.324,30979.559,Profit
1053,22-Feb-19,"25,906.27","26,052.90","25,906.27",26031.81,"26,031.81","279,760,000",28999.171,30986.987,Profit
550,22-Feb-21,"31,381.12","31,653.48","31,286.57",31521.69,"31,521.69","387,210,000",28743.422,30813.6295,Loss
297,22-Feb-22,"33,974.09","34,024.74","33,364.29",33596.61,"33,596.61","432,090,000",29513.951,30787.0575,Loss
46,22-Feb-23,"33,169.33","33,245.97","32,948.27",33045.09,"33,045.09","321,910,000",29883.657,30863.1745,Loss
549,23-Feb-21,"31,501.89","31,653.38","31,158.76",31537.35,"31,537.35","460,410,000",29887.96,30693.3285,Profit
296,23-Feb-22,"33,680.97","33,832.59","33,084.90",33131.76,"33,131.76","370,600,000",30605.692,30665.074,Profit
45,23-Feb-23,"33,175.39","33,272.40","32,795.67",33153.91,"33,153.91","288,120,000",30999.085,30742.1185,Profit
801,24-Feb-20,"28,402.93","28,402.93","27,912.44",27960.8,"27,960.80","452,580,000",31210.102,30424.557,Profit
548,24-Feb-21,"31,499.75","32,009.64","31,421.29",31961.86,"31,961.86","410,150,000",31507.047,30331.3155,Loss
295,24-Feb-22,"32,830.33","33,269.34","32,272.64",33223.83,"33,223.83","590,850,000",31516.471,30530.8975,Loss
44,24-Feb-23,"32,999.19","32,999.19","32,643.48",32816.92,"32,816.92","277,120,000",32194.982,30597.0765,Profit
1052,25-Feb-19,"26,126.15","26,241.42","26,080.66",26091.95,"26,091.95","281,600,000",31652.008,30197.715,Loss
800,25-Feb-20,"28,037.65","28,149.20","26,997.62",27081.36,"27,081.36","513,270,000",31000.483,30257.217,Profit
547,25-Feb-21,"31,955.94","31,984.77","31,293.32",31402.01,"31,402.01","454,110,000",30836.175,30359.916,Loss
294,25-Feb-22,"33,277.22","34,095.74","33,277.22",34058.75,"34,058.75","417,630,000",31088.315,30488.1375,Profit
1051,26-Feb-19,"26,051.61","26,155.29","25,966.01",26057.98,"26,057.98","257,850,000",30380.937,30493.3145,Profit
799,26-Feb-20,"27,159.46","27,542.78","26,890.97",26957.59,"26,957.59","472,450,000",29761.305,30380.195,Profit
546,26-Feb-21,"31,401.29","31,450.89","30,911.37",30932.37,"30,932.37","532,250,000",30058.462,30634.282,Loss
1050,27-Feb-19,"25,995.60","26,039.68","25,877.24",25985.16,"25,985.16","255,380,000",29460.792,30483.9195,Loss
798,27-Feb-20,"26,526.00","26,775.31","25,752.82",25766.64,"25,766.64","664,980,000",28715.073,30115.772,Loss
43,27-Feb-23,"32,906.16","33,189.28","32,814.18",32889.09,"32,889.09","243,660,000",28722.29,30458.636,Loss
1049,28-Feb-19,"25,984.28","26,029.21","25,896.56",25916,"25,916.00","338,520,000",28704.695,30178.3515,Profit
797,28-Feb-20,"25,270.83","25,494.24","24,681.01",25409.36,"25,409.36","915,990,000",28537.495,29768.989,Loss
293,28-Feb-22,"33,870.62","33,963.63","33,469.31",33892.6,"33,892.60","443,460,000",28786.554,29811.3645,Profit
42,28-Feb-23,"32,873.47","32,873.47","32,636.43",32656.7,"32,656.70","303,760,000",28646.349,29867.332,Loss
1088,2-Jan-19,"23,058.61","23,413.47","22,928.59",23346.24,"23,346.24","321,570,000",28375.175,29378.056,Profit
836,2-Jan-20,"28,638.97","28,872.80","28,627.77",28868.8,"28,868.80","251,820,000",28566.296,29163.8005,Loss
1087,3-Jan-19,"23,176.39","23,176.39","22,638.41",22686.22,"22,686.22","424,240,000",27741.681,28900.0715,Profit
835,3-Jan-20,"28,553.33","28,716.31","28,500.36",28634.88,"28,634.88","239,590,000",28006.653,28733.7225,Loss
331,3-Jan-22,"36,321.59","36,595.82","36,246.45",36585.06,"36,585.06","347,930,000",29088.495,28901.784,Profit
80,3-Jan-23,"33,148.90","33,387.52","32,850.57",33136.37,"33,136.37","355,930,000",29113.223,28917.7565,Loss
1086,4-Jan-19,"22,894.92","23,518.64","22,894.92",23433.16,"23,433.16","396,020,000",28864.939,28784.817,Loss
583,4-Jan-21,"30,627.47","30,674.28","29,881.82",30223.89,"30,223.89","475,080,000",29346.392,28941.9435,Loss
330,4-Jan-22,"36,636.00","36,934.84","36,636.00",36799.65,"36,799.65","435,080,000",29637.097,29211.8255,Loss
79,4-Jan-23,"33,165.14","33,409.10","33,033.48",33269.77,"33,269.77","379,400,000",29698.404,29172.3765,Profit
582,5-Jan-21,"30,204.25","30,504.89","30,141.78",30391.6,"30,391.60","350,910,000",30402.94,29389.0575,Profit
329,5-Jan-22,"36,722.60","36,952.65","36,400.39",36407.11,"36,407.11","462,040,000",31156.771,29861.5335,Profit
78,5-Jan-23,"33,191.72","33,191.72","32,812.33",32930.08,"32,930.08","337,920,000",32181.157,29961.419,Profit
834,6-Jan-20,"28,465.50","28,708.02","28,418.63",28703.38,"28,703.38","252,760,000",32188.007,30097.33,Profit
581,6-Jan-21,"30,362.78","31,022.65","30,313.07",30829.4,"30,829.40","500,430,000",31612.441,30350.468,Loss
328,6-Jan-22,"36,409.05","36,464.19","36,200.68",36236.47,"36,236.47","385,890,000",31922.451,30517.837,Loss
77,6-Jan-23,"33,055.30","33,710.66","32,997.39",33630.61,"33,630.61","360,740,000",32942.196,30903.5675,Loss
1085,7-Jan-19,"23,474.26","23,687.74","23,301.59",23531.35,"23,531.35","334,200,000",32272.942,30809.667,Profit
833,7-Jan-20,"28,639.18","28,685.50","28,565.28",28583.68,"28,583.68","258,900,000",31451.345,30544.221,Loss
580,7-Jan-21,"30,901.18","31,193.40","30,897.86",31041.13,"31,041.13","427,810,000",31228.481,30463.4425,Loss
327,7-Jan-22,"36,249.59","36,382.84","36,111.53",36231.66,"36,231.66","356,110,000",31812.487,31107.7135,Loss
1084,8-Jan-19,"23,680.32","23,864.65","23,581.45",23787.45,"23,787.45","317,420,000",30550.521,30853.646,Profit
832,8-Jan-20,"28,556.14","28,866.18","28,522.51",28745.09,"28,745.09","291,750,000",30132.022,31156.5895,Profit
579,8-Jan-21,"31,069.58","31,140.67","30,793.27",31097.97,"31,097.97","381,150,000",30371.481,31279.744,Profit
1083,9-Jan-19,"23,844.27","24,084.71","23,703.16",23879.12,"23,879.12","324,570,000",29676.453,30644.447,Profit
831,9-Jan-20,"28,851.97","28,988.01","28,844.31",28956.9,"28,956.90","275,060,000",28948.496,30435.4735,Loss
76,9-Jan-23,"33,664.39","33,935.11","33,487.66",33517.65,"33,517.65","327,840,000",28937.2,30939.698,Profit
1082,10-Jan-19,"23,811.11","24,014.78","23,703.25",24001.92,"24,001.92","338,150,000",28984.257,30628.5995,Loss
830,10-Jan-20,"28,977.52","29,009.07","28,789.10",28823.77,"28,823.77","237,830,000",29008.266,30229.8055,Loss
326,10-Jan-22,"36,175.21","36,175.21","35,639.91",36068.87,"36,068.87","430,680,000",29511.04,30369.7605,Profit
75,10-Jan-23,"33,516.43","33,726.54","33,421.80",33704.1,"33,704.10","268,260,000",29258.284,30535.3855,Profit
1081,11-Jan-19,"23,940.01","23,996.32","23,798.16",23995.95,"23,995.95","262,650,000",29279.134,29914.8275,Profit
578,11-Jan-21,"31,015.37","31,096.98","30,832.06",31008.69,"31,008.69","356,540,000",29505.494,29818.758,Loss
325,11-Jan-22,"36,058.85","36,271.47","35,769.38",36252.02,"36,252.02","356,850,000",30020.899,30196.19,Profit
74,11-Jan-23,"33,754.03","33,974.69","33,711.04",33973.01,"33,973.01","301,650,000",31030.288,30353.3705,Loss
577,12-Jan-21,"31,015.01","31,114.56","30,888.76",31068.69,"31,068.69","362,620,000",31241.467,30094.9815,Profit
324,12-Jan-22,"36,336.16","36,453.49","36,168.15",36290.32,"36,290.32","310,180,000",31518.734,30227.967,Loss
73,12-Jan-23,"34,047.86","34,292.67","33,792.10",34189.97,"34,189.97","308,190,000",32537.539,30760.898,Profit
829,13-Jan-20,"28,869.01","28,909.91","28,819.43",28907.05,"28,907.05","249,830,000",32545.867,30777.0665,Loss
576,13-Jan-21,"31,084.88","31,153.37","30,992.05",31060.47,"31,060.47","413,250,000",32045.027,30778.0335,Loss
323,13-Jan-22,"36,312.49","36,513.88","36,044.22",36113.62,"36,113.62","343,640,000",32285.979,30772.1315,Loss
72,13-Jan-23,"34,075.31","34,342.32","33,915.49",34302.61,"34,302.61","274,110,000",33316.645,31297.8895,Profit
1080,14-Jan-19,"23,880.53","23,964.90","23,765.24",23909.84,"23,909.84","277,560,000",32606.76,31056.127,Loss
828,14-Jan-20,"28,895.50","29,054.16","28,872.27",28939.67,"28,939.67","287,440,000",31875.525,30948.212,Loss
575,14-Jan-21,"31,085.67","31,223.78","30,982.24",30991.52,"30,991.52","427,810,000",31577.376,31303.832,Loss
322,14-Jan-22,"35,996.43","35,996.43","35,641.49",35911.81,"35,911.81","389,200,000",32061.688,31651.5775,Profit
1079,15-Jan-19,"23,914.11","24,099.14","23,887.93",24065.59,"24,065.59","291,570,000",30839.215,31178.9745,Loss
827,15-Jan-20,"28,901.80","29,127.59","28,897.35",29030.22,"29,030.22","260,270,000",30323.24,31430.3895,Loss
574,15-Jan-21,"30,926.77","30,941.98","30,612.67",30814.26,"30,814.26","433,000,000",30513.961,31529.914,Loss
1078,16-Jan-19,"24,139.91","24,288.61","24,119.72",24207.16,"24,207.16","302,830,000",29828.63,30936.8285,Profit
826,16-Jan-20,"29,131.95","29,300.32","29,131.95",29297.64,"29,297.64","252,110,000",29147.032,30716.5055,Loss
1077,17-Jan-19,"24,147.09","24,474.46","24,088.90",24370.1,"24,370.10","288,590,000",28153.781,30735.213,Loss
825,17-Jan-20,"29,313.31","29,373.62","29,289.91",29348.1,"29,348.10","321,820,000",28697.607,30652.1835,Loss
71,17-Jan-23,"34,222.32","34,269.97","33,860.67",33910.85,"33,910.85","353,050,000",29194.725,30535.125,Profit
1076,18-Jan-19,"24,534.19","24,750.22","24,459.03",24706.35,"24,706.35","372,970,000",28566.208,30071.792,Profit
321,18-Jan-22,"35,661.76","35,661.76","35,262.02",35368.47,"35,368.47","427,260,000",28511.874,30286.781,Loss
70,18-Jan-23,"33,948.49","34,016.53","33,269.90",33296.96,"33,296.96","351,670,000",29435.011,30137.113,Profit
573,19-Jan-21,"30,887.42","31,086.62","30,865.03",30930.52,"30,930.52","386,400,000",29625.041,29974.1405,Profit
